"";"exercicio";"instituicao";"cod_ibge";"uf";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor";"populacao";"cod_interno"
"1";2018;"Prefeitura Municipal de Alta Floresta D'Oeste - RO";1100015;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";59833589,38;25506;"TotalReceitas"
"2";2018;"Prefeitura Municipal de Alta Floresta D'Oeste - RO";1100015;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5807088,39;25506;"TotalReceitas"
"3";2018;"Prefeitura Municipal de Alto Alegre dos Parecis - RO";1100379;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";40617964,31;13993;"TotalReceitas"
"4";2018;"Prefeitura Municipal de Alto Alegre dos Parecis - RO";1100379;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3683762,96;13993;"TotalReceitas"
"5";2018;"Prefeitura Municipal de Alto Paraíso - RO";1100403;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";43635786,55;20569;"TotalReceitas"
"6";2018;"Prefeitura Municipal de Alto Paraíso - RO";1100403;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3930436,16;20569;"TotalReceitas"
"7";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";47916370,72;16747;"TotalReceitas"
"8";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3666658,68;16747;"TotalReceitas"
"9";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";279245378,38;105896;"TotalReceitas"
"10";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";15253572,06;105896;"TotalReceitas"
"11";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";2216906,5;105896;"TotalReceitas"
"12";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";86293745,45;38450;"TotalReceitas"
"13";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - Transferências Constitucionais";"TotalReceitas";"Total Receitas";1;38450;"TotalReceitas"
"14";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";6754841,1;38450;"TotalReceitas"
"15";2018;"Prefeitura Municipal de Cabixi - RO";1100031;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";24986570,21;6289;"TotalReceitas"
"16";2018;"Prefeitura Municipal de Cabixi - RO";1100031;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2774445,14;6289;"TotalReceitas"
"17";2018;"Prefeitura Municipal de Cabixi - RO";1100031;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";27747,75;6289;"TotalReceitas"
"18";2018;"Prefeitura Municipal de Cacaulândia - RO";1100601;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";26378589,2;6460;"TotalReceitas"
"19";2018;"Prefeitura Municipal de Cacaulândia - RO";1100601;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2427699,2;6460;"TotalReceitas"
"20";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";200730067,21;87877;"TotalReceitas"
"21";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";13806701,83;87877;"TotalReceitas"
"22";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";49106432,97;14354;"TotalReceitas"
"23";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3842015,88;14354;"TotalReceitas"
"24";2018;"Prefeitura Municipal de Candeias do Jamari - RO";1100809;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";55616811,71;24719;"TotalReceitas"
"25";2018;"Prefeitura Municipal de Candeias do Jamari - RO";1100809;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4750291,77;24719;"TotalReceitas"
"26";2018;"Prefeitura Municipal de Castanheiras - RO";1100908;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";20747486,44;3550;"TotalReceitas"
"27";2018;"Prefeitura Municipal de Castanheiras - RO";1100908;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2084164,41;3550;"TotalReceitas"
"28";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";54448133,58;17959;"TotalReceitas"
"29";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5335351,55;17959;"TotalReceitas"
"30";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";438068,74;17959;"TotalReceitas"
"31";2018;"Prefeitura Municipal de Chupinguaia - RO";1100924;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";44652502,99;10364;"TotalReceitas"
"32";2018;"Prefeitura Municipal de Chupinguaia - RO";1100924;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5514888,77;10364;"TotalReceitas"
"33";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";49222369,13;18639;"TotalReceitas"
"34";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4666822,39;18639;"TotalReceitas"
"35";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";81554,61;18639;"TotalReceitas"
"36";2018;"Prefeitura Municipal de Corumbiara - RO";1100072;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";33630589,85;8749;"TotalReceitas"
"37";2018;"Prefeitura Municipal de Corumbiara - RO";1100072;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4104451,72;8749;"TotalReceitas"
"38";2018;"Prefeitura Municipal de Corumbiara - RO";1100072;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";13404,46;8749;"TotalReceitas"
"39";2018;"Prefeitura Municipal de Costa Marques - RO";1100080;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";42245010,2;17031;"TotalReceitas"
"40";2018;"Prefeitura Municipal de Costa Marques - RO";1100080;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3783429,3;17031;"TotalReceitas"
"41";2018;"Prefeitura Municipal de Cujubim - RO";1100940;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";54828613,54;21720;"TotalReceitas"
"42";2018;"Prefeitura Municipal de Cujubim - RO";1100940;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4184775,41;21720;"TotalReceitas"
"43";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";82377931,48;32712;"TotalReceitas"
"44";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";6533693,97;32712;"TotalReceitas"
"45";2018;"Prefeitura Municipal de Governador Jorge Teixeira - RO";1101005;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";33679416,53;9745;"TotalReceitas"
"46";2018;"Prefeitura Municipal de Governador Jorge Teixeira - RO";1101005;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2780107,59;9745;"TotalReceitas"
"47";2018;"Prefeitura Municipal de Guajará-Mirim - RO";1100106;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";99518738,25;47048;"TotalReceitas"
"48";2018;"Prefeitura Municipal de Guajará-Mirim - RO";1100106;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";8641439,68;47048;"TotalReceitas"
"49";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";36646658,97;10155;"TotalReceitas"
"50";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2786694,7;10155;"TotalReceitas"
"51";2018;"Prefeitura Municipal de Jaru - RO";1100114;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";148658331,91;55806;"TotalReceitas"
"52";2018;"Prefeitura Municipal de Jaru - RO";1100114;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";9549544,87;55806;"TotalReceitas"
"53";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";278688974,09;131560;"TotalReceitas"
"54";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";19733558,7;131560;"TotalReceitas"
"55";2018;"Prefeitura Municipal de Machadinho D'Oeste - RO";1100130;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";97178106,42;37899;"TotalReceitas"
"56";2018;"Prefeitura Municipal de Machadinho D'Oeste - RO";1100130;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";6289601,22;37899;"TotalReceitas"
"57";2018;"Prefeitura Municipal de Ministro Andreazza - RO";1101203;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";29481859,11;10786;"TotalReceitas"
"58";2018;"Prefeitura Municipal de Ministro Andreazza - RO";1101203;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2707390,17;10786;"TotalReceitas"
"59";2018;"Prefeitura Municipal de Mirante da Serra - RO";1101302;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";32611205,17;12308;"TotalReceitas"
"60";2018;"Prefeitura Municipal de Mirante da Serra - RO";1101302;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2681422,34;12308;"TotalReceitas"
"61";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";45867830,11;16032;"TotalReceitas"
"62";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3658315,94;16032;"TotalReceitas"
"63";2018;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";1100148;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";53519761,23;21670;"TotalReceitas"
"64";2018;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";1100148;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4005577,77;21670;"TotalReceitas"
"65";2018;"Prefeitura Municipal de Nova Mamoré - RO";1100338;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";68440513,09;28891;"TotalReceitas"
"66";2018;"Prefeitura Municipal de Nova Mamoré - RO";1100338;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5074459,33;28891;"TotalReceitas"
"67";2018;"Prefeitura Municipal de Nova União - RO";1101435;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";25309800,31;7796;"TotalReceitas"
"68";2018;"Prefeitura Municipal de Nova União - RO";1101435;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2067144,44;7796;"TotalReceitas"
"69";2018;"Prefeitura Municipal de Novo Horizonte do Oeste - RO";1100502;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";29946656,98;10161;"TotalReceitas"
"70";2018;"Prefeitura Municipal de Novo Horizonte do Oeste - RO";1100502;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2364381;10161;"TotalReceitas"
"71";2018;"Prefeitura Municipal de Ouro Preto do Oeste - RO";1100155;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";106584439,64;39840;"TotalReceitas"
"72";2018;"Prefeitura Municipal de Ouro Preto do Oeste - RO";1100155;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";6658267,59;39840;"TotalReceitas"
"73";2018;"Prefeitura Municipal de Parecis - RO";1101450;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";22069252,03;5802;"TotalReceitas"
"74";2018;"Prefeitura Municipal de Parecis - RO";1101450;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2351458,59;5802;"TotalReceitas"
"75";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";99163207,4;37786;"TotalReceitas"
"76";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";9368290,72;37786;"TotalReceitas"
"77";2018;"Prefeitura Municipal de Pimenteiras do Oeste - RO";1101468;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";23750595,36;2417;"TotalReceitas"
"78";2018;"Prefeitura Municipal de Pimenteiras do Oeste - RO";1101468;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3103414,4;2417;"TotalReceitas"
"79";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";1543676637,49;511219;"TotalReceitas"
"80";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";117568034,52;511219;"TotalReceitas"
"81";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";715574,36;511219;"TotalReceitas"
"82";2018;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";51331623,47;22337;"TotalReceitas"
"83";2018;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";4781726,86;22337;"TotalReceitas"
"84";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";18810399,46;3456;"TotalReceitas"
"85";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";1954294,21;3456;"TotalReceitas"
"86";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";19915900,37;3790;"TotalReceitas"
"87";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2249066,23;3790;"TotalReceitas"
"88";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";137809558,46;56664;"TotalReceitas"
"89";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";9139189,78;56664;"TotalReceitas"
"90";2018;"Prefeitura Municipal de Santa Luzia D'Oeste - RO";1100296;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";28413128,88;8362;"TotalReceitas"
"91";2018;"Prefeitura Municipal de Santa Luzia D'Oeste - RO";1100296;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2818312,77;8362;"TotalReceitas"
"92";2018;"Prefeitura Municipal de São Felipe D'Oeste - RO";1101484;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";22247012,46;6048;"TotalReceitas"
"93";2018;"Prefeitura Municipal de São Felipe D'Oeste - RO";1101484;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2134902,07;6048;"TotalReceitas"
"94";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";65969867,51;19694;"TotalReceitas"
"95";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - Transferências Constitucionais";"TotalReceitas";"Total Receitas";5758057,23;19694;"TotalReceitas"
"96";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5758057,23;19694;"TotalReceitas"
"97";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";301150,06;19694;"TotalReceitas"
"98";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";72449630,82;24059;"TotalReceitas"
"99";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";6199965,94;24059;"TotalReceitas"
"100";2018;"Prefeitura Municipal de Seringueiras - RO";1101500;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";44937655,89;12617;"TotalReceitas"
"101";2018;"Prefeitura Municipal de Seringueiras - RO";1101500;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3357201,62;12617;"TotalReceitas"
"102";2018;"Prefeitura Municipal de Teixeirópolis - RO";1101559;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";19836925,46;4966;"TotalReceitas"
"103";2018;"Prefeitura Municipal de Teixeirópolis - RO";1101559;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2224194,68;4966;"TotalReceitas"
"104";2018;"Prefeitura Municipal de Theobroma - RO";1101609;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";38659181,63;11350;"TotalReceitas"
"105";2018;"Prefeitura Municipal de Theobroma - RO";1101609;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2881993,94;11350;"TotalReceitas"
"106";2018;"Prefeitura Municipal de Urupá - RO";1101708;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";34951137,32;13198;"TotalReceitas"
"107";2018;"Prefeitura Municipal de Urupá - RO";1101708;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2752203,13;13198;"TotalReceitas"
"108";2018;"Prefeitura Municipal de Urupá - RO";1101708;"RO";"DCA-Anexo I-C";"Padrão";"Outras Deduções da Receita";"TotalReceitas";"Total Receitas";18656,83;13198;"TotalReceitas"
"109";2018;"Prefeitura Municipal de Vale do Anari - RO";1101757;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";32337555,06;10999;"TotalReceitas"
"110";2018;"Prefeitura Municipal de Vale do Anari - RO";1101757;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2654838,69;10999;"TotalReceitas"
"111";2018;"Prefeitura Municipal de Vale do Paraíso - RO";1101807;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";28982827,82;8138;"TotalReceitas"
"112";2018;"Prefeitura Municipal de Vale do Paraíso - RO";1101807;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2240183,27;8138;"TotalReceitas"
"113";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";289645455,95;93745;"TotalReceitas"
"114";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";17966435,11;93745;"TotalReceitas"
"115";2018;"Prefeitura Municipal de Acrelândia - AC";1200013;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";32378652,63;14120;"TotalReceitas"
"116";2018;"Prefeitura Municipal de Acrelândia - AC";1200013;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2745418,97;14120;"TotalReceitas"
"117";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";23251521,01;6863;"TotalReceitas"
"118";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2165500,02;6863;"TotalReceitas"
"119";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";59912178,24;24311;"TotalReceitas"
"120";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";5854411,96;24311;"TotalReceitas"
"121";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";24256871,72;9503;"TotalReceitas"
"122";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2052627,93;9503;"TotalReceitas"
"123";2018;"Prefeitura Municipal de Capixaba - AC";1200179;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";27531744,85;10820;"TotalReceitas"
"124";2018;"Prefeitura Municipal de Capixaba - AC";1200179;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";2350720,16;10820;"TotalReceitas"
"125";2018;"Prefeitura Municipal de Epitaciolândia - AC";1200252;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";37809783,43;17038;"TotalReceitas"
"126";2018;"Prefeitura Municipal de Epitaciolândia - AC";1200252;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";3291080,44;17038;"TotalReceitas"
"127";2018;"Prefeitura Municipal de Jordão - AC";1200328;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";27459813,53;7685;"TotalReceitas"
"128";2018;"Prefeitura Municipal de Jordão - AC";1200328;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - FUNDEB";"TotalReceitas";"Total Receitas";1991348,21;7685;"TotalReceitas"
"129";2018;"Prefeitura Municipal de Mâncio Lima - AC";1200336;"AC";"DCA-Anexo I-C";"Padrão";"Receitas Brutas Realizadas";"TotalReceitas";"Total Receitas";45112329,26;17545;"TotalReceitas"
"130";2018;"Prefeitura Municipal de Mâncio Lima - AC";1200336;"AC";"DCA-Anexo I-C";"Padrão";"Deduções - Transferências Constitucionais";"TotalReceitas";"Total Receitas";3528744,19;17545;"TotalReceitas"
